اسم الفيلم,تاريخ العرض,تصنيف الفيلم,مدة الفيلم (دقيقة),ملخص,تمثيل,تأليف,إنتاج,تصوير,مونتاج,ديكور,ملابس,موسيقى,إخراج,توزيع
الحب قبل الخبز أحيانًا,1977,رومانسي,120,نورا فتاه متحرر عرف دكتور منير ربط حب لٰكن اعجب فكر اباح معاشره احب زواج فشل محاوله اخت ليلي تقويم ثني فعل طلب نورا منير عجل زواج لٰكن رفض تخوف فكر تزوج اخري عرف نورا كاتب معروف عزت حياه,"ميرفت أمين,حسين فهمي,رشدي أباظة,سعيد صالح,نجوى فؤاد,إيمان,محسنة توفيق,جلال عيسى,محمد السبع,صبري عبدالعزيز,سلامة إلياس,حمدي يوسف,محمد عبدالمجيد,هانم محمد,علا رامي,علية عبدالمنعم,بدرية عبدالجواد,سعد منيب,تغريد عبدالحميد (تغريد علي)","سلمى شلاش,أحمد صالح","سمير عبدالجواد,محمود أبو العطا,افلام الشرق الجديد (سعد عرفة),سعد عرفة","ضياء الدين المهدي,محمود صالح","عادل منير,محمد الطباخ,ناهد مكاوي","ماهر عبدالنور,نجيب خوري,ماجدة السعيد",nan,"جمال سلامة,هاني مهنى,بليغ حمدي","سعد عرفة,سمير علام",أفلام مصر الجديدة
أونكل زيزو حبيبي,1977,رياضي,110,عاني زيزو محمد صبحي هزال جسد ضعف صحه اثار سخريه رغب زيزو بطل رياضي مصدر فخر ٱبن شقيق سمير ٱتخذ اعلي اصاب سمير صدمه شديد شاهد القي ساخن قدر كلام حركه ثقه حاول زيزو جاهد بطل قوي ساعد سمير شفاء ثني تحدث زيزو مفارقه كثير جو كوميدي,"محمد صبحي,بوسي,كوكا,جلال عيسى,ياسر صلاح,فاروق يوسف,إبراهيم سعفان,ليلى صادق,سعيد رضوان,عبدالله إسماعيل,محمود رشاد,عبدالله فرغلي,حسن حسين,جورج سيدهم,فؤاد عفيفى,اميرة عفيفى,محمود الجندي,صلاح عطا,حسن أنيس,إبراهيم قدري,صالح الإسكندراني,بهاء عبدالحميد,مطاوع عويس","يسري الإبياري,عبدالحي أديب,بهجت قمر","نادية فيلم,حلمي رفلة,شريف حمودة,مصطفى جبر,محمد عثمان","رمزي إبراهيم,جميل عبدالرحمن","فتحي داود,وداد راغب,عنايات السايس","نهاد بهجت,عبدالفتاح الحسيني,محمد كامل,فادي كامل",nan,جمال سلامة,"نيازي مصطفى,شريف حمودة,ملاك أندراوس","هيمن فيلم,أنور الشيخ ياسين"
طائر الليل الحزين,1977,دراما,120,دار عمل عادل مسجون محكوم اعدام جريمه ٱرتكب وقت ٱرتكاب جريمه صحبه امر عرف هرب سجن مساعد ضابط حازم مقتنع براءه عادل مر لٰكن ٱكتشف زوجه رجل عمل شهير منع شهاده براءه عادل تصاعد حدث,"نيللي,محمود عبدالعزيز,محمود مرسي,عادل أدهم,شويكار,مريم فخر الدين,نظيم شعراوي,صلاح السعدني,إنعام سالوسة,محمد حمدي,محمد أبو حشيش,عبدالحميد أنيس,عادل بدر الدين,مطاوع عويس,أنور مدكور,مختار السيد",وحيد حامد,"محمود صلاح الدين,منيب الشافعي,حسن درويش,مخلص شافعى (المحامي)","علي خير الله,عادل أسعد","عبدالعزيز فخري,محمد الطباخ,وداد راغب",الهيئة المصرية العامة للسينما (والمسرح والموسيقي),nan,فؤاد الظاهري,"يحيى العلمي,كمال رزق,ملاك اسكندر",nan
الدموع في عيون ضاحكة,1977,nan,95,عرف خيرت رشدي اباظه دكتور ٱجتماع راقص نونو نيللي باح حب طلب عمل اقام اجراء تجربه طبيعه انسان شيء ٱكتشف نونو خديع خيرت جري تجربه بار شعر خيرت حب ٱتفق زواج,"رشدي أباظة,نيللي,محمد خيري,مريم فخر الدين,حسن مصطفى,يوسف فخر الدين,نادية زغلول,إنعام سالوسة,سيف الله مختار,فاروق يوسف,عواطف رمضان,سيد إبراهيم,سميحة محمد,إبراهيم قدري,عزت الأمير,لويس يوسف,حسن مصطفى علي,نبوية سعيد","صالح جودت,عزت الأمير","أفلام النيل (جبرائيل تلحمى),أدوارد نجيب,غطاس قلتة,رفعت فؤاد جرجس,السعيد صادق",محمود سابو,"عاطف صبرى,عادل شكري","فهيم حماد,نجيب خوري",nan,"ميشيل المصري,حسيب غباشي,محمد الموجي,نيللي,محرم فؤاد","أحمد ضياء الدين,حسين فتحي",الهيئة العامة للسينما
عشاق على الطريق,1977,nan,92,قصه مشهور وعي بريد دق باب مره هرب مغامر خطر محدق ويختبيء الموتيلات صغير طريق سفر الموتيل ملك رجل عجوز خيل تزوج امر شابه جميل نما علاقه جسد مغامر زوجه ٱتفق قتل زوج عود ٱبن زوج عجوز قضاء اجازه الموتيل تغيير خط تمام,"حبيبة (جلاديس),رفيق السبيعي,أديب قدورة,لينا باتع,سليم كلاس,صالح الحايك,ناجي جبر,أحمد أيوب,هاني السعدي,محمد طاهر,لوتس عبدالحميد,هالة حسني,سمير المصرى,عدنان بركات,عدنان دعبول",فيصل الياسري,"مروان زركى,أحمد فرهود","جورج  لطفي الخوري,إبراهيم شامات,نبيل زبيدي,بسام زبيدي,هشام الحلاق,بسام سلعوس",هيثم قوتلي,بشير بكر,nan,منير بشير,"فيصل الياسري,بانه الباتع,محمد الشليان",بهجت خورى
رجلان وامرأة,1978,nan,90,ملخص,nan,سيف الدين شوكت,nan,جورج  لطفي الخوري,مروان عكاوي,nan,nan,nan,سيف الدين شوكت,nan
سوزي بائعة الورد,1978,nan,-,ملخص,هناء ثروت,nan,nan,nan,nan,nan,nan,nan,nan,nan
فردة ولقات أختها,1978,nan,-,ملخص,"الأمين النهدي,أحمد العربي السوري,محمد بن علي,مختار حشيشة,توفيق البحري",علي منصور,الساتباك,أحمد زعاف,فوزية جولاق,nan,nan,nan,علي منصور,nan
القنفودي,1978,nan,-,ملخص,"محمد الرزين,نبيل الحلو,محمد مفتاح",nan,nan,nan,nan,nan,nan,nan,nan,nan
اذكريني...,1978,رومانسي,125,لجا ٱنجلي فتح عم عاش وفاه والد وقع حب كاتب شهير محمود حسين محمود ياسين دور ادل مشعر عاق قصه حب تحقق زواج ليلي عاني مرض قلب تزوج دور رجل اخر دعا عبدالرحيم انجب شيء وقع حادث محمود زياره مستشفي رغم ٱعتراض زوج,"نجلاء فتحي,محمود ياسين,زيزي البدراوي,يوسف شعبان,حياة قنديل,مشيرة إسماعيل,عبدالرحيم الزرقاني,أحمد خميس,علية عبدالمنعم,خالد زكي,محمد الرملي,صالح الإسكندراني,مختار السيد,ميرنا لوي,بدرية عبدالجواد,حمدي يوسف","يوسف السباعي,رفيق الصبان","مراد رمسيس نجيب,محسن علم الدين,امير رمسيس نجيب","عبدالمنعم بهنسي,محمد خليل,غنيم بهنسي","كمال فهمي,شريف ورد,حسن النجار,كمال أبو العلا",نهاد بهجت,nan,عمر خورشيد,"هنري بركات,حسن إبراهيم","مراد فيلم,عيتانى فيلم"
الرغبة والثمن,1978,جريمة,90,وقع جريمه بنسيون ٱنتقل قوه بوليس قسم قتيل يد خطاب تضمن دفع عشره امر علاقه ذكر ٱسم حاول رجل شرطه فك طلسم امر طلب تسارع طلاق زوج نساء بنسيون متزوج رفقه زوج توجس زوج زوجه تشابك علاقه حاول زوج متردد فندق اقناع زوجه ٱدعاء علاقه قتيل حتي فاز مال ٱعترف ليلي قاتل علاقه قتيل طلق زوج تصوير وضع مخل امر عادل نهر مجرد معرفه خبر حال ظرف ٱجتماع زواج فارق ليلي حياه,"ناهد شريف,شكري سرحان,صلاح ذو الفقار,صفاء أبو السعود,رياض يزبك,عمر الحريري,مريم فخر الدين,نظيم شعراوي,يوسف فخر الدين,عبدالوارث عسر","جورج شحادة,يوسف شعبان محمد","أفلام قصر النيل,رؤوف عبدالهادي,سامر فيلم,الفونس حبشي,رسمي","مصطفى إمام,يحيى عباس","عادل منير,مارسيل صالح,عزة عثمان","حسين الشريف (حسين شريف),زوسر مرزوق,مرشدي طه",nan,"مجدي كامل,أحمد عفيفي,حلمي بكر","يوسف شعبان محمد,عاطف الطيب",nan
قاهر الظلام,1978,nan,130,فتي فقير صعيد مصر مولود محافظ منيا حرم فقر جهل نور بصر طٰه حسين طفل صغير نتيجه جهل تفشي مجتمع تجاوز محنه بصر مفقود ٱستعاض سمع واصل قفز نجاح كتاب حتي دخول ازهر قدر ٱجتياز دراسه ازهر صاحب مشكله حتي ترشيح دراسه ادب مدينه مونبلييه فرنسي بعثه حكومي سافر وخي رعي مصاعب تغلب ظرف معاكس تعارف رفيق عمر فرنسي سوزان ربط صداقه ساعد قراءه دراسه تحضير درجه دكتور نما قصه حب تزوج حصل شهاده قاهره طٰه حسين استاذ جامعه عميد معركه حتي وزير معرفه عاش معركه فكري حكومه اتاح مجاني تعليم فءات شعب ماء هواء,"محمود ياسين,يولاند فوليو,حمدي أحمد,يحيى الفخراني,حسن مصطفى,حسين الشربيني,عبدالعليم خطاب,زوزو حمدي الحكيم,وفيق فهمي,عبدالغني النجدي,فخري عازر,أديب الطرابلسي,أحمد شوقي,رشوان مصطفى,نعيم عيسى,عدوي غيث,محمود رشاد,سيد مدبولى,فاروق يوسف,عبدالمنعم النمر,أحمد عمار,محمد الشويحي,سلامة إلياس,نادر نور الدين,توفيق الكردي","كمال الملاخ,رفيق الصبان,سمير عبدالعظيم,صبري موسى,إبراهيم الورداني,يوسف جوهر,نجيب محفوظ,توفيق الحكيم","فؤاد جمجوم,سعد شنب,صلاح خطاب","إبراهيم صالح,عبدالحميد عمر","حسين عفيفي,وديع شفيق,ناهد مكاوي",حسين الشريف (حسين شريف),فوزية حجازي,"فؤاد الظاهري,سيد مكاوي","عاطف سالم,أحمد السبعاوي",الهيئة المصرية العامة للسينما (والمسرح والموسيقي)
وادي الذكريات,1978,nan,100,تزوج راف سعاد رغم معارضه عاءلته فارق ٱجتماع سافر سوريا عاش سعاد مات راف مرض خطير عمل سعاد حتي وفر مال تربيه ٱبنه سحر ربط حب جار وليد ٱتفق زواج اصاب سعاد مرض اخفي ٱبنه سافر قاهره عاش عم ثري دولت قرر طبيب معالج سعاد اجراء عمليه جرح دولت طلب سحر زواج شاب ثري ادهم حتي وفر مال لازم علاج ام اخبر مرض توافق سحر فهم وليد ظرف ام ثار تندم دوله تقدم سعاد مال لازم سحر وليد,"شادية,ليلى فوزي,محمود عبدالعزيز,حياة قنديل,محمود قابيل,عماد حمدي,هاني الروماني,فكري أباظة,قدرية قدري,محمود كامل,ظفيرة قطان,أنور مدكور,نهاد المرادي,نيهال صالحية,عبدالمنعم النمر,عبدالرحمن حامد,شارلوت رشدي","ميشيل صوايا,يوسف السباعي,رفيق الصبان","أفلام مراد رمسيس نجيب,محسن علم الدين,رفعت المصري,أنور رمسيس نجيب,مراد رمسيس نجيب","عبدالمنعم بهنسي,محمد خليل,غنيم بهنسي,سركيس خوري","نادية شكري,محمد هاشم,كمال فهمي",نهاد بهجت,nan,"عمر خورشيد,محمد عبدالوهاب,حسين السيد","هنري بركات,حسن إبراهيم,إيناس الدغيدي",أفلام مراد رمسيس نجيب
النهر,1978,nan,110,عالم صياد تعرض جشع ٱستغلال مدعو ٱستغل صياد اخذ شيء جني ربح صياد نال شيءا تصدي محمود قاءد النعماني رافض ٱستغلال ٱختفي ظرف غامض توقف نضال اظهر شاب اخر دعا صالح ٱستكمل مسيره بدا محمود سينما عراقي,"حاتم سلمان,حقي الشبلي,كريم عواد,سامي قفطان ,هناء محمد,قائد النعماني,سوسن شكري,مكي عواد,أسعد عبدالرزاق,فيصل الياسري,صادق علي شاهين,سلام زهرة ","محمد شاكر السبع,زهير الدجيلي,فيصل الياسري",دائرة السينما والمسرح,"نهاد علي,عدنان الإمام",صاحب حداد,nan,nan,فائق حنا,فيصل الياسري,nan
الطريق الي القدس,1978,nan,-,ملخص,محمود حافظ,nan,nan,nan,nan,nan,nan,nan,nan,nan
الباحثون,1978,nan,-,دار حدث فيلم منطقه حوز جنوبي مجموع باحث بحث نفط ٱستعرض وضع منطقه مركز شخص باحث ٱختلف طبيعه تركيبه شخص اخري بحث لغز حفيظ اسطوره هور معروف اخر بحث شخص اثار لٰكن نهايه ٱلتقي هدف بحث نفط منطقه,"كنعان وصفي,خليل الرفاعي,نزار السامرائي,طالب الفراتي,سعدي يونس,سعدية الزيدي,غازي الكناني,محسن العزاوي,كامل القيسي,عيسى البيرم,ياس علي الناصر ",صباح عطوان,nan,عبداللطيف صالح,nan,nan,nan,عبدالأمير صالح الصراف,محمد يوسف الجنابي,nan
الدنيا نغم,1978,رومانسي,-,دار حدث فيلم فرقه موسيقي جوله غناءيه حافله سياحي عبر ربوع لبنان تقديم حفل ٱستعراضي طريق حفل ٱلتقي فرقه شاب حوزه مجوهر مسروق طارد عصابه خطير تصاعد حدث,"عمر خورشيد,ناهد شريف,زياد مولوي,نعيمة سميح,عبدالهادي بلخياط,شوقي متى,نبيلة كرم,عبدو ياغي,نادية حمدي,زياد مكوك,رامونا كرم,وليد توفيق,رجاء صادق,زيناردي حبيس,جوزيف معوض,خضر ناصر الدين,فكتور زايد,فؤاد خليفة,عفاف داغر,محمد أبو الصواب,زين زيناردي",سمير الغصيني,"عفيف مدلل,شفيق سكر","يوسف عنتر,يوسف رعد,احمد محسن",مروان عكاوي,nan,nan,"روميو لحود,ميشال طعمه,عبدالهادي بلخياط,شفيق المغربي,ملحم بركات,رفيق حبيقة,حلمي بكر,نعيمة سميح,عبدو ياغي,وليد توفيق,عمر خورشيد","سمير الغصيني,عادل سابا,زاهي طالب",أفلام عفيف مدلل
ضحية غرامي,1978,nan,-,قصه دكتور مشهور خان زوجه راقص ديدي حتي صارح صديق محامي مشكله نصح راقص اخلاص زوجه قرر دكتور راقص لٰكن رفض هدد زوجه تسلم رساءل حب فعل راقص بيت دكتور صارح زوجه علاقه طلب زوجه طلاق منزل زوج عود شرب سم بيت راقص شعر مات زوجه منزل ٱتهم زوجه قتل زميل محامي سعي ٱكتشاف حقيقه حتي وصل راقص ديدي قاتل حاول انقاذ زوجه,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
امرأة قتلها الحب,1978,nan,-,طمع معلم ابو المعاطي نوس ذٰلك نجح ايقاع مدح تزوج مدح شقيق ابو المعاطي تحقيق مشروع امكانيه بسيط حاءلا تحقيق تزوج نوس ابو المعاطي نهر عشيق ام قتل والد طلب طلاق هدد تبليغ ام ٱعترف ام جريمه انقذ ٱبنه اطلق مدح زوجه ضاق حياه نوس فشل ابو المعاطي قتل,"فريد شوقي,مديحة كامل,مصطفى فهمي,سناء جميل,توفيق الدقن,عايدة عبدالعزيز,محمد العربي,محمد سليمان,محمد الرملي,أديب الطرابلسي,توفيق الكردي",عبدالحي أديب,"مديحة كامل,سيد إسماعيل,شعبان عباس","عبدالمنعم بهنسي,غنيم بهنسي,حسن احمد","سعيد الشيخ,مارسيل صالح,سلوى بكير","ماهر عبدالنور,ستوديو الأهرام (ستوديوهات الأهرام),نجيب خوري,ستوديوهات النيل,هيئة السينما (والمسرح والموسيقى),الهيئة المصرية العامة للسينما (والمسرح والموسيقي)",nan,"عمر خورشيد,عبدالوهاب محمد,بليغ حمدي","أشرف فهمي,أحمد ياسين",أفلام مصر الجديدة
زمن الحب و الغدر,1978,nan,-,ملخص,nan,حسن محسب,nan,nan,nan,nan,nan,nan,nan,nan
وداعاً للعذاب,1978,رومانسي,110,ليلي فتاه يتيم سكن حجر منزل زنوبه سكن شقه منزل صديق نور عصام وعادليتنافس عصام عادل كسب حب نور اعجب صمت نما صداقه تبادل نور مشعر رفض نور زواج ٱبن ثري خطبه ليلي اصاب ليلي مرض خطير طلب اجراء عمليه جرح زنوبه نور عصام عادل تدبير مبلغ لازم عمليه نجح زال خطر اخير ليلي,"نجلاء فتحي,حسين فهمي,محمود عبدالعزيز,عقيلة راتب,سمير حسني,زيزي مصطفى,صلاح نظمي,صافيناز الجندي,علي عز الدين,إبراهيم قدري,صالح الإسكندراني,حسن حسين,رشوان مصطفى,وفاء عبدالحليم,منى عبدالله,إبراهيم السيد,عبدالمنعم النمر,سهير رضا,لويس يوسف,عمران بحر,علي المعاون",علي الزرقاني,"أفلام مصر العربية (واصف فايز),واصف فايز,هشام صبحى,عبدالمسيح,محمد رسمي","وحيد فريد,فوزي إبراهيم,جميل عبدالرحمن,رضا السيد","رشيدة عبدالسلام,محمد الزرقا,مارسيل صالح","فهيم حماد,فاروق خورشيد,مصطفى شريف",nan,جمال سلامة,"أحمد يحيى,جمال عمار,شريف يحيى","أفلام صوت الفن (محمد عبدالوهاب - عبدالحليم حافظ - وحيد فريد),الشركة اللبنانية للتجارة والاستثمار السينمائي (صبّاح إخوان)"
شقة وعروسة يارب,1978,nan,95,عرف يوسف عادل رحله بحث شقه اقر الٱثنان اعلان اقر يوسف اعلان طلب نسي سكن غرفه شقه اقام مدرسه كاميليا يوسف امل اقناع سكن نسي رفض اقام وصل صاحب عماره ثني تواجد يوسف داخل شقه كاميليا تخيل ٱستخدام شريف شقه يوسف عم كاميليا جاء زياره رحب صاحب عقار يوسف عرف مشكله عادل ٱستدعي اقام حجر عمل ٱكتشف كاميليا خطيب شوقي تاجر مخدر نقل مخدر اخفي داخل شق دب خلاف ابلاغ شرطه مخدر القي قبض كاميليا انكر معرفه هٰذا شيء طاب شهاده خطيب شوقي انكر قرر يوسف عادل وقوف جوار كشف بوليس مجرم حقيقي افراج كاميليا فرح يوسف زواج كاميليا مهندس عادل ثبت براءه,"فريد شوقي,نورا,سمير صبري,يوسف فخر الدين,هياتم,نجوى صالح,مظهر أبو النجا,حسن مصطفى,سيف الله مختار,محمد صبيح,نادية أنور,إبراهيم قدري,محمد أبو حشيش,يحيى كامل,الطوخي توفيق,محمد هيكل,أنور عبدالملك,إسماعيل عبدالعزيز,كتكوت الأمير,سمير ولي الدين",فيصل ندا,افلام زكى صالح,"محمد زغلول,علي خير الله","فكري رستم,وداد راغب,صلاح عبدالرازق","ستوديو الأهرام (ستوديوهات الأهرام),فهيم حماد,فاروق خورشيد,عزت حنفي",nan,"حسين الإمام,مودي اﻹمام,كتكوت الأمير","زكي صالح,سمير حافظ","شركة شافعى لتوزيع الافلام,أفلام البلجون (المؤسسة السعودية للسينما)"
إحترس!!! نحن المجانين,1978,nan,100,هدي احب وحيد طالب سكن شقه عماره ٱمتلك ام عرف وحيد حسونه سلام اقام منزل زميل شوقي عرف راقص شجن ٱستغل سذاجه ٱستخدم عمليه تهريب مخدر عشيق حمزه وحيد حسونه سلام ملهي شوقي اعجب شجن وحيد تكرر شرطه مطارد حمزه وصل منزل شجن فاجا وجود وحيد رفض شجن هرب حمزه ٱشتبك حمزه وحيط ٱنطلق رصاص مسدس وحيد اصاب حمزه لحظه وصول شرطه هرب وحيد شجن نجح شرطه قبض اثبت تقرير طبي مصرع حمزه رصاص شرطه يلتءم شمل هدي حمدي,"ناهد شريف,مصطفى فهمي,صفاء أبو السعود,سعيد صالح,صلاح السعدني,يونس شلبي,محمد رضا,عقيلة راتب,سيف الله مختار,ماجدة حمادة,سمير ولي الدين,محمد حمدي,أميرة فؤاد,نصر سيف,عنايات صالح,ليلى مختار,جيجي رسلان,عز الدين شعبان,سامي واصف,الشحات سليمان,فيصل عزب","أنور عبدالملك,فيصل ندا","شعبان عباس,الشرق للإنتاج والتوزيع السينمائى,سيد إسماعيل","علي خير الله,عادل أسعد","فكري رستم,وداد راغب","محمود حسنين الشيخ,ستوديو الأهرام (ستوديوهات الأهرام)",nan,"فؤاد الظاهري,محمد الموجي,عبدالعزيز سلام","زكي صالح,عصمت عفيفي",الشرق للإنتاج والتوزيع السينمائى
عشاق,1978,رومانسي,90,ملخص,"أسامة خلقي,مديحة كامل,عباس النوري,نبيلة كرم,هاني الروماني,رفيق السبيعي,ظفيرة قطان,اسامة بغدادي,أحمد مللي,غادة الشمعة,طوني موسى,حمدي ديب,عدنان عجلوني,سعيد عبدالسلام",فارس يواكيم,nan,"حازم بياعة,نبيل زبيدي,كمال فخر الدين",كمال الاسمر,nan,nan,nan,"مروان عكاوي,زهير ديوب",سمير مسلم عنيني
المجرم,1978,دراما,100,حي شعبي تزوج زغلول نصف ٱبن رغم ابل عاش الٱثنان كنف ام صاحب حمام شعبي عرف منير اسر زغلول زميل عمل بدا تنفيذ مخطط جهنمي استحواذ اسر راوند مصدر دخل قمار لعب داءما ود اسر افلح خلص زغلول اغراق نيل ثني نزهه نيل دعا اهل حي ٱستطاع انقاذ جهل سباح تقدم منير عم طلب يد نصف تردد توافق رغم صعوبه احلال رجل خلاف ٱبن تزوج منير نصف بدا اساءه حصل توكيل حق تصرف ممتلكات عم حي شعبي بدا شك فعل شخص حسونه راقب ٱكتشف علاقه راقص اجاد سباح اخبر نصف حقيقه صدق اخذ راوند سبح واجه ٱعترف جريمه سمع عم حديث اصاب شلل صدمه عرف اهل حي حدث سرع عم مطروح ارض منير حاول سرقه مجوهر طارد اهل حي راس حسونه نهايه مطارد سقوط ماء مغلي حمام شعبي موت,"شمس البارودي,حسن يوسف,محمد عوض,سهير الباروني,حمدي أحمد,أمينة رزق,جمال إسماعيل,نبيل بدر,أنور محمد,فؤاد مسعود,نجوى سلطان,بثينة عبدالنبي","إميل زولا,نجيب محفوظ,صلاح أبو سيف,السيد بدير","محمد حجاج,أفلام الوفاء,حسن السميعي","محمد شاكر,محمود نصر,سامي قلته","رشيدة عبدالسلام,ناهد مكاوي,محمد الزرقا","ماهر عبدالنور,حسين الشريف (حسين شريف),مرشدي طه",nan,"جمال سلامة,حسيب غباشي","صلاح أبو سيف,إسماعيل حسن",دولار فيلم (إسماعيل الكردي وأولاده)
لعبة الموت,1978,nan,-,ملخص,"دين جاجر,بروس لي,كيم تاي تشونج",nan,nan,nan,nan,nan,nan,nan,nan,nan
حب فوق البركان,1978,nan,-,حسين اخ شقيق احمد والي سرقه قاد احمد انفق راقص دوس والي برهن مجوهر ام جابر مربي اعطي حسين نقد احمد ٱسترداد مجوهر والي حسين قتل ام جابر سرقه حاول الاستنجاد احمد انقذ هرب احمد منزل مذعورا شاهد نعمه ٱعتقد قاتل ثني زال لامس سقط تفقد بصر شعر احمد ذنب تزوج,"فريد شوقي,نجلاء فتحي,حسين فهمي,فردوس عبدالحميد,لبلبة,حسين الإمام,زوزو حمدي الحكيم,سعيد صالح,محمد الدفراوي,عبدالغني النجدي,بدرية عبدالجواد,محمد شوقي,مختار السيد,أمير كدواني,شفيق جلال,عبدالوهاب خليل,مجدي إمام","زينب حسن الإمام,حسن الإمام,السيد بدير","عبدالمسيح,أفلام مصر العربية (واصف فايز),مجدي عبدالمسيح,هشام صبحى,واصف فايز",nan,فكري رستم,nan,nan,nan,حسن الإمام,"أفلام مصر العربية (واصف فايز),أنور الشيخ ياسين"
من بلا خطيئة,1978,دراما,80,ايمان فتاه جميل ثري ٱبن رجل عمل جاسر وقع حب اشرف سامي وافق اب خطبه سامي موعد زواج شهر تفقد عذر علاقه سامي دفع التبكير موعد زواج اب ليل زفاف مات سامي حادث سياره نهر ايمان تقدم اشرف خطبه مره اخري اخبر علاقه سابق سامي حامل غفر وافق زواج راوند اب معا غرفه اصاب صدمه,"فريد شوقي,ناهد شريف,سمير صبري,هالة فاخر,أحمد دنش,يوسف فخر الدين,السيد راضي,محمد نجم,فريدة يوسف,ميرفت كاظم,بثينة نصار,أحمد عبدالوارث,سناء يونس,مظهر أبو النجا,حمدي يوسف,نعمات السيد,سعاد نصر,أميرة عبدالرحمن,محمد فريد,عزة شريف,صادق أمين","فؤاد الأدهمي,شريف المنباوي","المتحدة للسينما (صبحي فرحات),صبحي فرحات,خليل دياب","علي خير الله,عادل أسعد","عبدالعزيز فخري,عادل شكري,محمد الطباخ",nan,nan,"هاني مهنى,فؤاد الأدهمي,إلياس الرحباني","تيسير عبود,جمال عمار",المتحدة للسينما (صبحي فرحات)
لعنة الزمان,1978,nan,-,ملخص,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
الندم,1978,nan,110,ياسمين عمل مصنع اعجب مهندس رءوف عمل مصنع شعر ٱتفق ثري عجوز دمنهوري قيام نظافه منزل مبلغ مال ساعد مواجهه عبء حياه جمع مصنع منزل دمنهوري دام تلف ولي مصنع امر اد فصل مفترق طريق عرف رءوف دعا ٱبن دمنهوري عرض زواج لٰكن اهمل عرض تولي ابو حلو طمح اخر زواج لٰكن صد منع قدم دمنهوري عرض جيد زوج ياسمين لٰكن رفض ٱعترف حب رءوف وصل روءف ابو حلو ابلغ رءوف حقيقه ياسمين طرد دمنهوري فارق حياه شده حزن,"فريد شوقي,نورا,مصطفى فهمي,عبدالمنعم إبراهيم,أسامة عباس,إبراهيم عبدالرازق,نعيمة الصغير,أحمد حسين,صالح الإسكندراني,عزة فؤاد,سهير زكي,طوسون معتمد",فيصل ندا,"أفلام جمال التابعي,جمال التابعي,غطاس قلتة,محمود التهامى","جمال التابعي,محمد ممتاز,أبية فريد","صلاح عبدالرازق,صلاح خليل,ليلى فهمي","نهاد بهجت,فادي كامل,محمد كامل",فوزية حجازي,جمال سلامة,"نادر جلال,أمالي بهنسي,هاني لاشين",أفلام جمال التابعي
وراء الشمس,1978,دراما,125,سجن حرب هزيمه ٱنفرد جعفري مدير سجن تنفيذ قرار سري شديد طبق امر اعلي ٱغتيال محمود قاءد جيش وطني طالب محكمه تسبب هزيمه عمل ٱبنه سهير مكتب رءيس مخابرات هاشم افلح تجنيد تجسس طلب جامعه طلب جامعه عمل مظهر طالب محكمه مسءولي نكسه عرف وسط مظهر عنصر ثوري حسام استاذ ثوري ذٰلك طالب وليد انشا علاقه صداقه ٱعترف وليد طبيعه عمل بدا شعر بالدونيه نتيجه مشاركه تجسس تقرر مساعد حمل ٱعتقال قبض حسام وليد رفقه عرف لاقي عذاب داخل معتقل تصميم ٱنتقام جعفري عرف قتل والد مكر ايقاع هاشم جعفري اسقط الٱثنان حباءل عض ٱنتهي سهير اراد ايقاع مخابرات بالاجهاز سهير نسب طالب لقي عذاب شديد,"نادية لطفي,رشدي أباظة,شكري سرحان,صلاح منصور,محمود المليجي,منى جبر,السيد راضي,أحمد زكي,محيي إسماعيل,محمد صبحي,زين العشماوي,محمد الدفراوي,صلاح نظمي,عبدالسلام محمد,علي الشريف,محمد السبع,نبيل الهجرسي,فتحية شاهين,راوية أباظة,عبدالمنعم أبو الفتوح,هياتم,رشاد عثمان,وفيق فهمي,أحمد بدير,سلوى صادق,حمدي يوسف,أحمد ماهر,مختار السيد,صفاء الشامي,إلهامي فايد,عزت الأمير,محمد الحموي,ميشيل نجم,حسن أنور,منى عبدالله,محمد أبو حشيش",حسن محسب,"أفلام الطليعة (وجيه إسكندر وشركاه),محمد راضي,وجيه اسكندر,سعيد توفيق,عاطف إبراهيم","عبدالعزيز فهمي,ماهر راضي,إسماعيل جمال","أحمد متولي,ليلى فهمي,نفيسة نصر,صفاء الليثي","صلاح مرعي,جمال مرسي,فريد عبدالحي,فاروق خورشيد",nan,شعبان أبو السعد,"محمد راضي,ماهر السيسي",أفلام إيهاب الليثي
